id,text
1790,SERIAL0_
1791,Console
1792,Micro-USB Plug
1793,SERIAL3_
1794,GPS1
1795,SERIAL1_
1796,MAVLink
1797,bl serial
1798,SERIAL2_
1799,SERIAL4_
1800,SERIAL4
1801,SERIAL5_
1802,SERIAL5
1803,CONS
1804,IOMCU Debug
1805,IOMCU Serial
1806,SERIAL_CONTROL is used to talk from a GS directly to a serially-attached device.
1807,On MAVProxy one can use module load nsh followied by nsh port 0 to talk to a Hayes modem connected to TELEM1
1808,Pixhawk Wiring Quick Start <common-pixhawk-wiring-and-quick-start> Powering the Pixhawk <common-powering-the-pixhawk> Mounting the Autopilot <common-mounting-the-flight-controller> Compatible RC Transmitter and Receiver Systems <common-rc-systems>
1809,The Pixracer is the first autopilot of the FMUv4 Pixhawk generation. It comes with a small Wifi extension board.
1810,"The Pixracer is the common name for the FMUv4 generation of Pixhawk autopilots. It has been designed primarily for the demanding requirements of small multicopters, but of course can be used on planes and other vehicles which require no more than 6 pwm outputs for controlling escs and motors. Pixracer is available from the mRobotics"
1811,At time of writing the autopilot is still being evolved/improved. The final version may very slightly from the information provided here.
1812,This video below provides a detailed overview of the board. Additional information can be found on pixhawk.org and the mRobotics.
1813,Processor:
1814,MCU - STM32F427VIT6 rev.3
1815,Ultra low noise LDOs for sensors and FMU
1816,FRAM - FM25V02-G
1817,Gyro/Accelerometer: Invensense MPU9250 Accel / Gyro / Mag (4 KHz)
1818,Gyro/Accelerometer: Invensense ICM-20608 Accel / Gyro (4 KHz)
1819,Compass: Honeywell HMC5983 magnetometer with temperature compensation
1820,5-5.5VDC from USB or PowerBrick connector. Optional/recommended ACSP4 +5V/+12V Power Supply.
1821,Interfaces/Connectivity
1822,Wifi: ESP-01 802.11bgn Flashed with MavESP8266
1823,MicroSD card reader
1824,Micro USB
1825,RGB LED
1826,GPS (serial + I2C)
1827,TELEM1/TELEM2
1828,Wifi serial
1829,FrSky Telemetry serial(see note)
1830,Debug connector (serial + SWD)
1831,"Connectors: GPS+I2C, RC-IN, PPM-IN, RSSI, SBus-IN, Spektrum-IN, USART3 (TxD, RxD, CTS, RTS), USART2 (TxD, RxD, CTS, RTS), FRSky-IN, FRSky-OUT, CAN, USART8 (TxD, RxD), ESP8266 (full set), SERVO1-SERVO6, USART7 (TxD, RxD), JTAG (SWDIO, SWCLK), POWER-BRICK (VDD, Voltage, Current, GND), BUZZER-LED_BUTTON."
1832,Weight ?
1833,36 x 36mm with 30.5 x 30.5mm hole grid with 3.2mm holes
1834,The FrSky telemetry port is implemented using a 74LVC2G86 NOR gate as a programmable inverter to both the RX and TX lines. See below for use information.
1835,"This port has built in inverters on the TX and RX lines and shunt resistors which allow them to be tied together and connected to an FrSky receiver’s SPort input for telemetry. It is on by default, and only SERIAL4_PROTOCOL needs to be set to “10” for FrSky passthrough telemetry to be sent to the receiver. See [copywiki destination=”plane,copter,rover,blimp”] for more information."
1836,"The operation of the TX/RX path inverter can be disabled by setting the SERIAL4_OPTIONS parameter to “2” to “invert” the TX , which will turn off the inversion for both the TX and RX pins. This will allow normal UART operation, if desired."
1837,We suggest buying directly from mRobotics.
1838,"Whilst PixRacer can be sourced from other retailers, the specific design may differ and not have been tested by the Development Team.  Known retailers of 3rd party PixRacer boards are HobbyKing, and Banggood, …"
1839,Many different names are given to the serial hardware on PixRacer where ArduPilot is concerned.  This document attempts to supply a mapping between them.
1840,Param Prefix
1841,Default Protocol
1842,SERIAL0
1843,SERIAL1
1844,bootloader serial##
1845,SERIAL2
1846,SERIAL3
1847,USART8
1848,FRSky
1849,GPS2**
1850,normally inverted
1851,ESP-01
1852,SERIAL6
1853,DEBUG
1854,disabled
1855,Notes:
1856,"** While the default here is GPS, the port is inverted so this won’t work with a GPS, it was intended for use with FrSky receivers for telemetry.  Usually SERIAL4_PROTOCOL should be set to an FrSky protocol and a diode tied from TX (anode) to RX and attached to the SPort of an FrSky receiver.Alternatively, SERIAL4_OPTIONS can be set to 2, to disable the inverters for normal use."
1857,"## can be used for firmware upload instead of USB port, if needed."
1858,"Some information and images in this page were copied from pixhawk.org, docs.px4.io and the mRobotics shop"
1859,Images and some content courtesy of the LibrePilot wiki
1860,STM32F405RGT6 ARM Cortex-M4 microcontroller
1861,168 Mhz/1 MB Flash
1862,Honeywell HMC5883L compass
1863,4.8V ~ 10V input power provided through ESC connection for fullsize Revolution
1864,5V max on RevoMini
1865,Default Interfaces
1866,"8 PWM outputs (1 - 6 on PWM output pins, 7 & 8 on Flex-IO / RCInput port)"
1867,RC input (requires PPM/sBus) on Flex-IO / RCInput port’s CH3 pin (yellow wire on fullsize revolution)
1868,"analog to digital inputs for battery voltage and current monitoring ( set pins 12,11 in params ), more adcs possible on arbitrary pins"
1869,GPS (SERIAL3) on Flexi Port
1870,Telemetry (SERIAL1) on Mainport
1871,USB (SERIAL0) port
1872,"SWD Port for flashing and debugging, including 3.3V output for optional peripherals"
1873,MMCX antenna connector for integrated HopeRF RFM22B 100mW 433MHz (fullsize Revolution only)
1874,"OPLink port on RevoMini. OPLink hardware is not supported by ArduPilot, but this port exposes external SPI pins (SCK, CS, MOSI, MISO) that can be used for supported SPI peripherals like SD card adapters or SPI OSD breakout boards (requires additions to hardware definition file and compiling a custom firmware)."
1875,Per channel PWM-type RC inputs are not supported on this hardware. See reference for supported RC systems
1876,SERIAL1 = Telemetry1 = Mainport
1877,SERIAL2 = NN in default config
1878,SERIAL3 = GPS1 = FlexiPort
1879,See hardware definition file for more info on pinout: https://github.com/ArduPilot/ardupilot/blob/master/libraries/AP_HAL_ChibiOS/hwdef/revo-mini/hwdef.dat
1880,ArduPilot default pin assignments on fullsize Revolution and RevoMini
1881,requires compiling custom firmware based on changes to hwdef
1882,I2C on Flexi port
1883,RevoMini’s OPLink port can be used for external SPI peripherals connection
1884,"arbitrary pins can be used for various connections like 2nd GPS, additional PWM outputs etc. within certain restrictions"
1885,"The RevoMini likely is the smallest footprint autopilot hardware to support ArduPilot. It does not offer CAN bus connectivity or sufficient onboard memory for storage of relevant logging data. However, external I2C or SPI peripherals can be added with limited effort."
1886,Available from many retailers including HobbyKing.
1887,ArduPilot supports Revolution and RevoMini in Stable releases. Firmware files can be found here
1888,First time flashing ArduPilot requires to boot your device in DFU mode to flash an ArduPilot compatible bootloader and firmware file.
1889,"To do this, you’ll need to locate and short two pads on the device. On fullsize Revolution they are designated as “SB” or “SBL”:"
1890,On RevoMini they are located here:
1891,"You can short the pads in any particular way (either with a wire, solder joint, or something else). Detailed instructions are available on the Revo Mini LibrePilot Wiki. A small wire is the easiest way to short the device. You can also power the device via USB first, and then short the pads if using a wire. Once you have the device in DFU mode and connected to your machine continue with the following steps to load ArduPilot firmware onto ChibiOS boards."
1892,"To build your own firmware, see the instructions on setting up a build environment and compiling the source code: Building the Code"
1893,above image and some content courtesy of the TauLabs wiki
1894,Support for the TauLabs Sparky2 is available with Copter-3.6.0 (and higher)
1895,"Due to flash memory limitations, this board does not include all ArduPilot features. See Firmware Limitations for details."
1896,STM32F405 ARM Cortex-M4 microcontroller
1897,"InvenSense MPU9250 IMU (accel, gyro, compass)"
1898,Dataflash for logging
1899,4.8V ~ 10V input power provided through ESC connection
1900,6x PWM outputs (+4 more on LED port)
1901,1x RC input PWM/PPM
1902,2x analog to digital inputs for battery voltage and current monitoring
1903,1x serial input for GPS
1904,1x I2C port for external compass
1905,1x CAN bus
1906,MMCX antenna connector for integrated radio
1907,USB port
1908,SWD Port for flashing and debugging
1909,Available from many retailers including HobbyKing
1910,first flight of ArduPilot on Sparky2*
1911,"2nd flight using PosHold, RTL*"
1912,"The ZeroOne X6 is a flight controller manufactured by ZeroOne, which is based on the open-source FMU v6X architecture and Pixhawk Autopilot Bus open source specifications."
1913,STM32H753IIK6 32-bit processor running at 480MHz
1914,STM32F103 IOMCU
1915,2MB Flash
1916,1MB RAM
1917,Internal Vibration Isolation for IMUs
1918,IMU constant temperature heating(1 W heating power).
1919,"Triple Synced IMUs, BalancedGyro technology, low noise and more shock-resistant:"
1920,IMU1-ICM45686(With vibration isolation)
1921,IMU2-BMI088(With vibration isolation)
1922,IMU3-ICM45686(No vibration isolation)
1923,Two barometers:2 x ICP20100
1924,Magnetometer: Built-in RM3100 magnetometer
1925,Micro-C USB
1926,"7 UARTs, 3 with hardware flow contrrol"
1927,Safety Switch
1928,2 CAN Power Monitor inputs
1929,2 CAN ports
1930,SPI and I2C ports
1931,"16 motor/servo outputs, 8 supporting BiDirDShot, 14 suporting DShot"
1932,The UARTs are marked Rn and Tn in the above pinouts. The Rn pin is the receive pin for UARTn. The Tn pin is the transmit pin for UARTn.  All are DMA enabled.
1933,SERIAL0 :USB     OTG1
1934,SERIAL1 :UART7   Telem1
1935,SERIAL2 :UART5   Telem2
1936,SERIAL3 :USART1  GPS1
1937,SERIAL4 :UART8   GPS2
1938,SERIAL5 :USART2  Telem3
1939,SERIAL6 :UART4   USER
1940,SERIAL7 :USART3  FMU DEBUG
1941,SERIAL8 :USB     OTG-SLCAN      |
1942,"The remote control signal should be connected to the SBUS RC IN port or DSM/PPM RC Port.It will support ALL unidirectional RC protocols. For FPort, CRSF/ELRS, SRXL, etc. any UART can be used, see Radio Control Systems for more information."
1943,The X6 flight controller supports up to 16 PWM outputs. First 8 outputs (labeled 1 to 8) are controlled by a dedicated STM32F103 IO controller. The remaining 8 outputs (labeled 9 to 16) are the “auxiliary” outputs. These are directly attached to the STM32H753 FMU controller.
1944,"All 16 outputs support normal PWM output formats. All 16 outputs support DShot, except 15 and 16. Outputs 1-8 supoort BiDirectional DShot."
1945,The 8 IO PWM outputs are in 4 groups:
1946,Outputs 1 and 2 in group1
1947,Outputs 3 and 4 in group2
1948,"Outputs 5, 6, 7 and 8 in group3"
1949,Outputs 9-12 in group1
1950,Outputs 13 and 14 in group2
1951,Outputs 15 and 16 in group3 (PWM only)
1952,"All PWM outputs can be used as GPIOs (relays, camera, RPM etc). To use them you need to set the output’s SERVOx_FUNCTION to -1. The numbering of the GPIOs for PIN variables in ArduPilot is:"
1953,"The X6 flight controller has two six-pin power connectors, supporting CAN power modules. These are set by default in the firmware and shouldn’t need to be adjusted."
1954,The X6 flight controller built-in industrial-grade electronic compass chip RM3100. Users may want to disable this and use an external compass in case of motor noise interference.
1955,The X6 flight controller has 3 analog inputs.
1956,RSSI input pin = 103
1957,The X6 flight controller supports switching between 5V and 3.3V motro/servo output levels. Switch the output pulse level by configuring parameter BRD_PWM_VOLT_SEL. Set 0 for 3.3V and 1 for 5V output.
1958,ZeroOne
1959,"* due to flash memory limitations, these boards do not include all ArduPilot features. See Firmware Limitations for details."
1960,The Control Zero H7 OEM revision G is a flight controller produced by 3DR (mRo)]
1961,STM32H743IIK6 32-bit processor
1962,256KB FRAM
1963,"BMI088, ICM20602 Acc/Gyro"
1964,ICM20948 Acc/Gyro/Mag
1965,DPS368 Barometer
1966,"External 5V , 1A supply is required"
1967,Internal 3.3V BEC for sensors is provided on-board
1968,One 36pin and one 40pin Samtec Connector for signals on bottom
1969,8x PWM outputs BiDirDShot capable
1970,1x RC input
1971,5x UARTs (2 with flow control)
1972,"3x I2C ports for external compass, airspeed, etc."
1973,2x CAN
1974,1x SPI
1975,SWD via TC2030 header
1976,MicroSD card socket
1977,External battery monitor inputs for current and voltage
1978,34mm x 20mm
1979,3.66g
1980,3DR (mRo)]
1981,The UARTs are marked Rn and Tn in the above pinouts. The Rn pin is the receive pin for UARTn. The Tn pin is the transmit pin for UARTn.
1982,SERIAL1 -> USART2 (TELEM1) (DMA enabled) with CTS/RTS
1983,SERIAL2 -> USART3 (TELEM2) (DMA enabled)
1984,SERIAL3 -> UART4 (GPS) (DMA enabled)
1985,SERIAL4 -> UART8 (GPS2) (DMA enable)
1986,SERIAL5 -> UART5 (User) (DMA capable)
1987,SERIAL6 -> USART6 (User) (DMA enabled) with CTS/RTS
1988,SERIAL7 -> USB (SLCAN)
1989,"Serial protocols shown are defaults, but can be adjusted to personal preferences."
1990,The KakuteH7 supports up to 14 PWM outputs. All outputs support DShot and BiDirDshot. Outputs are grouped and all outputs within their group must be the same protocol.
1991,The PWM is in 5 groups:
1992,PWM 1-4 in group1
1993,"PWM 5,6 in group2"
1994,"PWM 7,8 in group3"
1995,"RC input is configured on the RC_IN pin. All unidirectional RC protocols are supported. For bi-directional protocols, like CRSF a normal UART is required. For example, USART6 (SERAIL6) could be used."
1996,"With this option, SERIAL6_PROTOCOL must be set to “23”, and:"
1997,SBUS/DSM/SRXL connects to the RX6  pin.
1998,"FPort requires connection to TX6 and RX6 via a bi-directional inverter. See [copywiki destination=”plane,copter,rover,blimp”]."
1999,"CRSF also requires a TX6 connection, in addition to RX6, and automatically provides telemetry."
2000,SRXL2 requires a connection to TX6 and automatically provides telemetry.  Set SERIAL6_OPTIONS to “4”.
2001,## Analog Inputs
2002,The Control Zero H7 OEM revision G has 4 ADC inputs:
2003,ADC1 Pin11 -> RSSI IN
2004,ADC1 Pin14 -> Battery Voltage
2005,ADC1 Pin15 -> Battery Current
2006,ADC1 Pin18 -> 5V Sensor
2007,"There are two CAN ports which are pre-configured for DroneCAN, which may be changed by the user as desired. See CAN Bus Setup for more information on setup."
2008,The board has a built-in voltage and external current sensor input.
2009,The following settings are set by default on the board to work with a Power Zero Module (M10077)
2010,BATT_MONITOR =4
2011,BATT_VOLT_PIN 14
2012,BATT_CURR_PIN 15
2013,BATT_VOLT_MULT 15.3
2014,BATT_AMP_PERVLT 50
2015,Other Power Module will need to adjust these values.
2016,This board comes with ArduPilot firmware pre-installed and other vehicle/revision Ardupilot firmware can be loaded using most Ground Control Stations.
2017,Firmware for this board can be found here in  sub-folders labeled “3DRControlZeroG”.
2018,DroneCore.Suite is a one stop autopilot and flight computer solution for developers of advanced drone systems demanding high computing power and high level of modularity. It is the “core” of the drone containing most of its electronics in a compact form and it provides wide options for software development of the the most challenging AI and vision based applications.
2019,It consists of a control part called DroneCore.Pilot and power part called DroneCore.Power.
2020,DroneCore.Pilot - top board for control of the aircraft containing
2021,Jetson Xavier NX Companion Computer
2022,CubePilot Cube autopilot running ArduPilot firmware
2023,Internal 5V power supply
2024,Power selector
2025,Peripheral connectors
2026,USB hub
2027,DroneCore.Power - bottom board with power electronics containing:
2028,4 FOC DroneCAN ESCs - 20A continuous / 40A peak current
2029,Stacked configuration allows 8 ESCs
2030,Power sensor (battery voltage and current measurement)
2031,Analog inputs for battery cell monitoring
2032,SMBUS
2033,LED Driver for 4 x WS2812B strips
2034,Where to buy
2035,DroneCore.Suite comes with both Cube and Xavier NX pre-configured and communicating together and able to control a Multicopter. Developers no longer need to solve basic communication and compatibility issues coming from connecting two different IT worlds. It They can start to concentrate on their application needs from the beginning.
2036,Accompanying documentation provides a fast learning curve to start using various peripherals to control the drone and create the desired application. Various software libraries (coming soon) further enrich the possibilities for the developer relieving them from complex configuration and programming tasks.
2037,DroneCore.Suite provides easy to use ROS based software stack supporting development of autonomous applications.
2038,Out of the box the device is configured to fly a Quadcopter (though autopilot calibration is needed).
2039,Mechanical parameters
2040,"Weight 247g - including Cube orange, Xavier NX, Xavier heatsink with fan"
2041,Dimensions 115 x 80 x 45mm
2042,Mount with 4 screws/spacers M3 109 x 74mm
2043,WiFi module
2044,WiFi antennas 2pcs
2045,Electrical parameters
2046,Power supply range: 12V – 35V (6S LiHV)
2047,Integrated DC/DC converter for control circuits
2048,Redundant power supply with power good monitoring for control unit
2049,Current protected peripheral connectors
2050,"4 x FOC DroneCAN ESC 40A, featuring motor identification and motor diagnostics"
2051,"Power sensor, SMBUS"
2052,ArduPilot (Cube) Connections
2053,RC input
2054,PWM output (7 + 7 lines)
2055,4x UART
2056,2x I2C
2057,Buzzer
2058,Power sensor input
2059,ADC input
2060,Jetson connections
2061,"PCI Express (M2, Key E connector)"
2062,"4 USB 3.0 (ZIF connectors, reductions available)"
2063,"Gigabit Ethernet (ZIF connector, reductions available)"
2064,6 CSI (22 pin)
2065,4 GPIO
2066,"DroneCAN, UART, I2C, SPI"
2067,IMU BMI088 and barometer BMP388 on board
2068,USB 2.0 for debugging
2069,Micro SD card
2070,Video output connector (micro HDMI)
2071,Fan
2072,DroneCore.Power (bottom power board)
2073,4 x FOC DroneCAN ESCs – 40A peak / 20A continuous
2074,"power sensor, SMBUS,"
2075,LED Driver for 4x WS2812B strips
2076,DroneCore.Pilot is based on Cube Orange - the widely used autopilot by Hex.aero running on ArduPilot (or optionally PX4 flight stack) and Nvidia Jetson Xavier NX. Their rich interfaces allow connecting most sensors and other peripherals for drones available on the market.
2077,DroneCore.Power contains 4 FOC DroneCAN ESCs with motor identification feature able to be configured for all common BLDC/PMSM drone motors on the market and a telemetry interface providing real time data to the autopilot. Furthermore it provides battery voltage and current measurements as well as individual cell voltages.
2078,Product website
2079,Documentation
2080,above image and some content courtesy of Anyleaf
2081,Available from Anyleaf
2082,STM32H743 32-bit processor
2083,8 MByte flash for logging
2084,Integrated ELRS receiver
2085,"ICM42688 IMU (accel and gyro only, no compass)"
2086,DPS310 barometer
2087,2S  - 6S Lipo input voltage with voltage monitoring
2088,"9V, 3A BEC for powering Video Transmitter"
2089,"5V, 2A BEC for peripherals"
2090,"8x PWM/BDShot outputs, 4 on ESC connector"
2091,1x CAN_FD port
2092,DJI VTX Connector
2093,4x UARTs/serial for GPS and other peripherals
2094,USB-C port
2095,Switchable VTX power
2096,All UARTS support hardware inversion.
2097,External current monitor input
2098,Size: 37.5mm x 37.5mm
2099,Weight: 8g
2100,The UARTs are marked Rn and Tn in the above pinouts. The Rn pin is the receive pin for UARTn. The Tn pin is the transmit pin for UARTn. All UARTS are DMA capable
2101,"SERIAL1 -> (External pads, and RX1 on DJI connector SBUS pin; defaulted to MAVLINK2)"
2102,SERIAL2 -> UART2 (DJI Connector telemetry; defaulted to DisplayPort)
2103,"SERIAL3 -> UART3 (ESC connector telemetry pin, or external pad; defaulted to ESC telemetry)"
2104,SERIAL4 -> USART4 (External pads; GPS protocol by default)
2105,"SERIAL5 -> UART7 (Onboard ELRS receiver only, RCIN protocol)"
2106,"SERIAL6 -> UART8 (USER, External pads)"
2107,Any UART may be re-tasked by changing its protocol parameter.
2108,"This flight controller includes a 4-pin DroneCAN standard CAN port. It’s capable of 64-byte frames, and up to 5Mbps data rates. It’s useful for connecting GPS devices, compasses, power monitoring, sensors, motors, servos, and other CAN peripherals."
2109,"This flight controller includes a 2.4Ghz ExpressLRS transceiver, capable of receiving control input, and transmitting or receiving MavLink telemetry. To enable all ELRS features, either RC5 channel should be setup as an ARM switch (there are several RC5_OPTIONS that can do this) or by mapping the transmitter’s Channel 5 to reflect ARM status from telemetry. See: https://youtu.be/YO2yA1fmZBs for an example."
2110,SBUS on the DJI connector may be used if SERIAL5_PROTOCOL is changed to 0 and SERIAL1_PROTOCOL is changed to 23 for RC input.
2111,"The Anyleafh7 supports up to 8 PWM outputs. Outputs 1-4 are available via an JST-SH connectors. All 8 outputs support DShot and bi-directional DShot, as well as all PWM types."
2112,The PWM is in 3 groups:
2113,"PWM 5, 6 in group2"
2114,"PWM 7, 8 in group3"
2115,"Channels within the same group need to use the same output rate, whether PWM or Dshot. If any channel in a group uses DShot then all channels in the group need to use DShot."
2116,"This flight controller does not have a built-in magnetometer, but you can attach an external one using the CAN connector, or the I2C pads on the bottom."
2117,"The board has a built-in voltage sensor via the ESC connector, but no internal current sensor. An external current sensor can be connected to the CUR pin on the ESC connector. Default parameters for both internal voltage and external current monitoring are set by default to the below and may need to be changed depending on ESC used. The correct battery setting parameters are:"
2118,BATT_MONITOR 4
2119,BATT_VOLT_PIN 18
2120,BATT_CURR_PIN 16
2121,BATT_VOLT_MULT 11.4
2122,"BATT_AMP_PERVLT 40, but varies depending on external current sensor"
2123,Firmware for these boards can be found at https://firmware.ardupilot.org in sub-folders labeled “Anyleaf H7”.
2124,"Initial firmware load can be done with DFU by plugging in USB with the boot button pressed. Then you should load the “AnyleafH7_with_bl.hex” firmware, using your favourite DFU loading tool."
2125,"Subsequently, you can update firmware using Mission Planner or QGroundControl."
2126,*.apj firmware files.
2127,the above image and some content courtesy of aocoda-rc.com
2128,Both versions use the same firmware and differ in the IMU used
2129,STM32H743VIH6 (480MHz)
2130,128MByte Flash for datalogging
2131,"InvenSense MPU6000 or 2x BOSCH BMI270 IMU (accel, gyro)"
2132,Voltage & 130A current sensor
2133,3-6S Lipo input power
2134,5V 2.5A BEC for peripherals
2135,9V 3A BEC for video
2136,USB port (type-C)
2137,7x UARTS
2138,12x PWM outputs via two 8 pin ESC connectors and/or solder pads
2139,1x RC input PWM/SBUS
2140,"I2C port for external compass, airspeed sensor, etc."
2141,DJI Goggles
2142,2x Power Monitor
2143,Buzzer and LED stripe
2144,Built-in OSD
2145,37 mm x 37 mm
2146,8.8 g
2147,Mounting Hole
2148,30.5 mm x 30.5 mm
2149,SERIAL0 = USB (MAVLink2)
2150,SERIAL1 = UART1 (RCinput)
2151,SERIAL2 = UART2 (GPS)
2152,SERIAL3 = UART3 (VTX or DJI HD Air Unit)
2153,SERIAL4 = UART4 (USER)
2154,SERIAL5 = not available
2155,SERIAL6 = UART6 (ESC Telemetry)
2156,SERIAL7 = UART7 (USER)
2157,SERIAL8 = UART8 (USER)
2158,"Serial port protocols (Telem, GPS, etc.) can be adjusted to personal preferences."
2159,RC input is configured by default on SERIAL1 (USART1). PPM receivers are not supported. The 4V5 pin is supplied by both USB and on board 5V BEC from battery.
2160,SBUS/DSM/SRXL connects to the RX1 pin.
2161,FPort requires connection to TX1. Set SERIAL1_OPTIONS = 7. See FPort Receivers.
2162,"CRSF also requires a TX1 connection, in addition to RX1, and automatically provides telemetry."
2163,SRXL2 requires a connection to TX1 and automatically provides telemetry. Set SERIAL6_OPTIONS to “4”.
2164,Any UART can be used for RC system connections in ArduPilot also. See Radio Control Systems for details.
2165,Analog inputs are provided.
2166,Airspeed reference pin number is “4”
2167,RSSI reference pin number is “8”.
2168,"set RSSI_TYPE = 1 for analog RSSI, = 3 for RSSI provided by RC protocols such as CRSF."
2169,The Aocoda-RC H743Dual has an on-board OSD using OSD_TYPE =  1 (MAX7456 driver). The CAM and VTX pins provide connections for using the internal OSD.
2170,An “SH1.0 6P” connector supports a standard DJI HD VTX connection and SERIAL3 is already setup for this by default.  Pin 1 of the connector is 9V so be careful not to connect this to any peripheral requiring 5V.
2171,"All motor/servo outputs 1-10 are Dshot, Bi-Directional DShot, and PWM capable. However, mixing Dshot and normal PWM operation for outputs is restricted into groups, ie. enabling Dshot for an output in a group requires that ALL outputs in that group be configured and used as Dshot, rather than PWM outputs."
2172,"The output groups that must be the same (PWM rate or Dshot, when configured as a normal servo/motor output) are: 1/2, 3/4, 5/6/9/10, 7/8. Outputs 11/12 (SE1/SE2) and 13 (LED) are in separate groups and are not Dshot capable."
2173,"The Aocoda-RC H743Dual outputs can be used as GPIOs (relays, buttons, RPM etc). To use them you need to set the output’s SERVOx_FUNCTION to -1. See GPIOs page for more information."
2174,PWM5 57
2175,PWM6 56
2176,PWM7 55
2177,PWM8 54
2178,PWM9 58
2179,PWM10 59
2180,PWM11 60
2181,PWM12 61
2182,LED 62
2183,BUZZER 80
2184,PINIO1 81 (internal)
2185,GPIO 81 controls the VTX BEC output to pins marked “9V”. Setting this GPIO low removes voltage supply to pins.
2186,Set a RELAYx_PIN to “81” to control the switching. Then select an RC channel for control (Chx) and set its RCx_OPTION to the appropriate Relay (1-6) that you had set its pin parameter above.
2187,"For example, use Channel 10 to control the switch using Relay 2:"
2188,RELAY2_PIN = “81”
2189,RC10_OPTION = “34” (Relay2 Control)
2190,PINIO1 is for 9V DC-DC control (HIGH:on; LOW:off). Default 9V DC is ON. Please install an antenna on VTX when battery powered.
2191,This board does not include a GPS or compass so an external GPS/compass should be connected in order for autonomous modes to function.
2192,"If the GPS is attached to UART2 TX/RX and powered from the adjacent 5V pins, a battery must be plugged in for power to be provided."
2193,you could use the 4V5 pin to supply both the RC and the GPS without a battery attached on the bench for setup as long as the total current does not exceed the USB source (normally 1A on most computers)
2194,"These should already be set by default. However, if lost or changed:"
2195,First group of battery monitor pins & options:
2196,BATT_VOLT_PIN = 10
2197,BATT_CURR_PIN = 11
2198,BATT_VOLT_MULT = 11
2199,"BATT_AMP_PERVLT = 17.0 (note: Please calibrate before use, depending on current sensor.)"
2200,Second group of battery monitor pins & options:
2201,BATT2_VOLT_PIN = 18
2202,BATT2_CURR_PIN = 7
2203,BATT2_VOLT_MULT = 11
2204,"BATT2_AMP_PERVLT = 17.0 (note: Please calibrate before use, depending on current sensor.)"
2205,"this autopilot uses a high precision current sensor input which is sensitive to ESC switching noise. Please check carefully before use that current readings are accurate across the usage range. If not, low ESR capacitors on the ESC power inputs may need to be added."
2206,aocoda-rc.com
2207,aocoda-rc aliexpress
2208,This board does not come with ArduPilot firmware pre-installed. Use instructions here to load ArduPilot the first time.
2209,Firmware for these boards can be found here in  sub-folders labeled “Aocoda-RC-H743Dual”.
2210,"If you experience issues with the device ceasing to initialize after power up, see When Problems Arise section for H7 based autopilots for a possible solution."
2211,the above image and some content courtesy of ATOMRC
2212,STM32F405RGT6 ARM (168MHz)
2213,AT7456E OSD
2214,"BMI270 IMU (accel, gyro)"
2215,SPL-06 barometer
2216,Voltage & 120A current sensor
2217,6V ~ 30V DC input power
2218,"5V, 5A BEC for servos"
2219,"5V or 9V, 2A BEC for video"
2220,6x UARTS
2221,8x PWM outputs
2222,1x RC input with inverter for SBUS/PPM
2223,I2C port for external compass and airspeed sensor
2224,Type-C USB port
2225,SD Card Slot
2226,6 pin JST-GH for GPS/Compass
2227,6 pin JST-GH for DJI air units
2228,6 pin JST-GH for remote USB/Buzzer included with autopilot
2229,50mm x 30mm x 12mm
2230,21g
2231,ATOMRC
2232,SERIAL1 = Telemetry1 = USART1 (DMA capable)
2233,"SERIAL2 = RCinput = USART2 (RX2 connected to SBUS via inverter, to use as UART input use BRD_ALT_CONFIG = 1 and do not attach anything to SBUS pin)"
2234,SERIAL3 = GPS1 = USART3
2235,SERIAL5 = USER = UART5 (typically used for DJI Goggles (see MSP OSD) or Tramp VTX control (see Video Transmitter Support))
2236,SERIAL6 = USER = USART6 (solder pads)
2237,"All motor/servo outputs are Dshot and PWM capable. However, mixing Dshot and normal PWM operation for outputs is restricted into groups, ie. enabling Dshot for an output in a group requires that ALL outputs in that group be configured and used as Dshot, rather than PWM outputs. The output groups that must be the same (PWM rate or Dshot, when configured as a normal servo/motor output) are: 1/2, 3/4/8, 5/6/7, 8, and 9 (LED)."
2238,PWM9 is marked as “LED”
2239,"The SBUS pin, is passed by an inverter to RX2 (UART2 RX), which by default is mapped to a timer input instead of the UART, and can be used for all ArduPilot supported receiver protocols, except CRSF/ELRS and SRXL2 which require a true UART connection. However, FPort, when connected in this manner, can provide RC without telemetry."
2240,"To allow CRSF and embedded telemetry available in Fport, CRSF, and SRXL2 receivers, the RX2 pin can also be configured to be used as true UART2 RX pin for use with bi-directional systems by setting the BRD_ALT_CONFIG to “1” so it becomes the SERIAL7 port’s RX input pin."
2241,"With this option, SERIAL2_PROTOCOL must be set to “23”, and:"
2242,"DSM/SRXL connects to the RX2  pin, but SBUS would still be connected to SBUS."
2243,"FPort requires connection to TX2 and RX2 via a bi-directional inverter. See [copywiki destination=”plane,copter,rover,blimp”]."
2244,"CRSF also requires a TX2 connection, in addition to RX2, and automatically provides telemetry."
2245,SRXL2 requires a connection to TX2 and automatically provides telemetry.  Set SERIAL6_OPTIONS to “4”.
2246,"Any UART can be used for RC system connections in ArduPilot also, and is compatible with all protocols except PPM (SBUS requires external inversion on other UARTs). See Radio Control Systems for details."
2247,the 5v pin above the SBUS pin and the 5V pin in the GPS connector are powered when USB is connected. All other 5V pins are only powered when battery is present.
