id,text
487,"Eagle file: The schematic and PCB design files (and related files that tell PCB fabs how to create the boards) generated by the free Cadsoft Eagle program. This is the most common standard used in the open source hardware world, although, ironically, it’s not open source software itself. Needless to say, this is not optimal, and the Eagle software is clumsy and hard to learn. One hopes that an open source alternative will someday emerge."
488,"ESC: Electronic Speed Control. Device to control the motor in an electric aircraft. Serves as the connection between the main battery and the RC receiver. Usually includes a BEC, or Battery Elimination Circuit, which provides power for the RC system and other onboard electronics, such as an autopilot."
489,"Firmware: The software or sketch that is loaded into the non-volatile memory of microprocessor based products. It is called ‘firmware’ because it stays in the non-volatile memory even if power is removed - thus ‘non’ - volatile. In the case of the autopilots, it is the ‘program’ or application (App to smart phone users) that determines what the auto pilot does, and how."
490,FPV: First-person view. A technique that uses an onboard video camera and wireless connection to the ground allow a pilot on the ground with video goggles to fly with a cockpit view.
491,"FTDI: A standard to convert USB to serial communications. Available as a chip for boards that have a USB connector, or as an adapter to connected to breakout pins. FTDI stands for Future Technology Devices International, which is the name of the company that makes the chips."
492,"GCS: Ground Control Station. Software running on a computer on the ground that receives telemetry information from an airborne UAV and displays its progress and status, often including video and other sensor data. Can also be used to transmit in-flight commands to the UAV."
493,Hard Iron magnetic distortion: distortions that arise from magnets or magnetized metals on the airframe that affect the compass. These distortions remain in the same location relative to the compass for all heading orientations. These distortions can be mostly compensated for by adding constant offsets to the values returned from the 3d magnetometer (compass).
494,"HIL (Hardware-in-the-loop simulation): Doing a simulation where software running on another computer generates data that simulates the data that would be coming from an autopilot’s sensors. The autopilot is running and doesn’t “know” that the data is simulated, so it responds just as it would to real sensor data. Hardware-in-the-loop uses the physical autopilot hardware connected to a simulator, as opposed to simulating the autopilot in software, too. In an “open loop” simulation, the software simulator feeds data to the hardware autopilot; in a “closed loop” simulation, the hardware feeds data back to the software simulator, too."
495,"I2C: A serial bus that allows multiple low speed peripherals, such as sensors, to be connected to a microprocessor. See this for more."
496,"IDE: An integrated development environment, such as the Arduino editor/downloader/serial monitor software. Often includes a debugger."
497,"IMU: An inertial measurement unit such as the ArduPilot OilPan. Usually has at least three accelerometers (measuring the gravity vector in the x,y and z dimensions) and two gyros (measuring rotation around the tilt and pitch axis). Neither are sufficient by themselves, since accelerometers are thrown off by movement (ie, they are “noisy” over short periods of time), while gyros drift over time. The data from both types of sensors must be combined in software to determine true aircraft attitude and movement to create an AHRS (see above). One technique for doing this is the Kalman filter (see below). Now superseded by Autopilots which include CPU and sensors in one unit."
498,"Inner loop/Outer loop: Usually used to refer to the stabilization and navigation functions of an autopilot. The stabilization function must run in real-time and as often as 100 times a second (“inner loop”), while the navigation function can run as infrequently as once per second and can tolerate delays and interruptions (“outer loop”)."
499,INS: Inertial Navigation System. A way to calculate position based on an initial GPS reading followed by readings from motion and speed sensors using dead reckoning. Useful when GPS is not available or has temporarily lost its signal.
500,"ICSP: In Circuit Serial Programmer. A way to load code to a microprocessor. Usually seen as a six-pin (two rows of three) connector on a PCB. To use this, you need a programmer, such as this one, that uses the SPI (Serial Peripheral Interface) standard."
501,"Kalman Filter: A relatively complicated algorithm that, in our applications, is primarily used to combine accelerometer and gyro data to provide an accurate description of aircraft attitude and movement in real time. See this for more."
502,LOS: Line of Sight. See VLOS below.
503,"LiPo: Lithium Polymer battery, aka LiPoly. Variants include Lithium Ion (Li-Ion) battery. This battery chemistry offers more power and lighter weight than NiMh and NiCad batteries."
504,MAVLink. The Micro Air Vehicle communications protocol used by the Copter and Plane line of autopilots. See here for more info on MAVLink.
505,MAV: Micro Air Vehicle. A small UAV. More here.
506,"NMEA: National Marine Electronics Association standard for GPS information. When we refer to “NMEA sentences”, we’re talking about ASCII strings from a GPS module that look like this: $GPGGA,123519,4807.038,N,01131.000,E,1,08,0.9,545.4,M,46.9,M,,47"
507,"Oilpan: An arduino style shield meant to be paired with the ArduPilotMega. Contained the majority of the sensors (gyos, accelerometers, barometer, etc) that allow the ArduPilotMega to function as an autopilot, now superseded by subsequent Autopilots that incorporate CPU and sensors in one board."
508,OSD: On-screen display. A way to integrate data (often telemetry information) into the real-time video stream the aircraft is sending to the ground.
509,"PCB: Printed circuit board. In our use, a specialized board designed and “fabbed” for a dedicated purpose, as opposed to a breadboard or prototype board, which can be used and resused for many projects."
510,"PCM: Pulse Code Modulation: The technique some modern RC transmitters/receivers communicate the RC channels information. It is transmitted digitally using a digital code to represent the channel number, position of the transmitter stick or switch, and sometimes other information. Some modern RC systems also provide digital signals to control digital servos - typically specific to each manufacturer."
511,PDB: Power Distribution Board. A board used in multicopters to distribute power to multiple ESCs.
512,PIC: Pilot in Command. Refers to a FAA requirement that UAVs stay under a pilot’s direct control if they are flying under the recreational exemption to COA approval. See Line of Sight above. (Not to be confused with the PIC processor series by Microchip)
513,PID: Proportional/Integral/Derivative control method. A machine control algorithm that allows for more accurate sensor-motion control loops and less overcontrol. See this for more.
514,POI: Point of Interest. Designates a spot that a UAV should keep a camera pointed towards.
515,PPM: Pulse Position Modulation. The square-wave pulse train used to transmit multiple channels of information between some RC transmitters and receivers. Some RC receivers provide a PPM output (sometimes referred to as the PPM Sum) which can be used on Pixhawk-series boards. Other receivers convert the PPM signal and only provide PWM signals for each channel.
516,"PWM: Pulse Width Modulation. The square-wave signals used in RC control to drive servos and speed controllers. There is one PWM signal for each channel. The width varies from 1000 to 2000 microseconds, depending on the RC manufacturer."
517,PX4FMU/PX4IO: First version of Pixhawk-series autopilots (FMUv1). Discontinued.
518,RTL: Return to Launch. Fly back to the “home” location where the aircraft took off.
519,"SiRF III: The standard used by most modern GPS modules. Includes !SiRF III binary mode, which is an alternative to the ASCII-based NMEA standard described above."
520,"Sketch: The program files, drivers and other code generated by the Arduinio IDE for a single project."
521,SVN: Short for the Subversion version-control repository used by the DIY Drones and other teams for source code.
522,"Telemetry System: A two way radio system to allow flight data to be sent from your aircraft and also to allow control or adjustment information to be sent back to it from a “ground station”, commonly a laptop computer. See the telemetry landing page for options."
523,"Thermopile: An infrared detector. Often used in pairs in UAVs to measure tilt and pitch by looking at differences in the infrared signature of the horizon fore and aft and on both sides. This is based on the fact that there is always an infrared gradient between earth and sky, and that you can keep a plane flying level by ensuring that the readings are the same from both sensors in each pair, each looking in opposite directions. These have been largely displaced by electronic gyros and are no longer in common use."
524,"UAV: Unmanned Aerial Vehicle. In the military, these are increasingly called Unmanned Aerial Systems (UAS), to reflect that the aircraft is just part of a complex system in the air and on the ground. Ground-based autonomous robots are called Unmanned Ground Vehicles (UGVs) and robot submersibles are called Autonomous Underwater Vehicles (AUVs). Robot boats are called Unmanned Surface Vehicles (USVs)."
525,"VLOS: Visual Line of Sight. The pilot’s ability to see an aircraft from the ground well enough to control it, without the use of artificial visual aids (aside from glasses). Required by FAA regs."
526,"WAAS: Wide Area Augmentation System. A system of satellites and ground stations that provide GPS signal corrections, giving up to five times better position accuracy than uncorrected GPS. See this for more."
527,Xbee: The commercial name of the recommend ZigBee-compatible radio modems commonly used by amateur UAVs. They can be found at sparkfun although remember you also need a board to mount it on like this one from sparkfun.
528,"ZigBee: A wireless communications standard, which has longer range than Bluetooth but lower power consumption than WiFi."
529,May 2007 - Chris Anderson starts DIYDrones.com while building his Lego mindstorm base UAV.
530,Sep 2008 - Jordi builds traditional helicopter UAV able to fly autonomously and wins the first Sparkfun AVC competition.
531,Jordi’s traditional helicopter¶
532,2009 - Chris Anderson & Jordi Munoz found 3D Robotics
533,May 2009 - First ArduPilot board (using thermopiles) released by Jordi/3DRobotics
534,Nov 2009 - ArduPilot code repository created by Jordi
535,"Nov 2009 - First version of ArduIMU written by Jordi, Doug Weibel, Jose Julio using DCM from William Premerlani"
536,"Nov 2009 - Feb 2010 – ArduPilot rewritten from scratch (v2.5) by Jason and includes interrupt driven RC input, RC throttle failsafe, RTL, Loiter, Circle, Crosstrack correction, decent stabilization, Fly-By-Wire, system events, 4 channel RC output, and 2-way telemetry. (Post)"
537,Dec 2009 - First IMU based autonomous plane mission flown by Doug with modified ArduPilot v2.4.
538,2010 - APM1 released by 3d Robotics
539,"Early 2010 - ArduPilot 2.6 released by Doug and Jason with improved throttle control, and ArduIMU support."
540,Summer 2010 - APM Code development:
541,"Jason - Mission scripting, Flight modes, Navigation"
542,"Jose - Code Libraries, DCM, and HW sensor support"
543,"Doug - Advanced flight control, logging, DCM"
544,"MikeS - Parameters, CLI, Fast Serial, advanced hardware optimizations"
545,May 2010 - ArduPilot merges with AeroQuad (including Jani Hirvinen) and begins work on CopterNG
546,June 2010 - APM 1 flies first autonomous and scripted mission in SW (post)
547,June 2010 - APM 1 takes first autonomous Plane flights
548,July 2010 - Perl based Hardware-in-the-loop developed by Jason for Xplane for testing new APM mission scripting commands in (later integrated into Mavlink)(Post)
549,Aug 2010 - Jani/jDrones ships first DIY quad frames which were adopted as the original standard
550,"Oct 2010 - CopterNG (AeroQuad/ArduCopter merged code) project abandoned by ArduPilot team and handed over, with encouragement, to the ArduPirates team for further development. Jason restarts Copter with alternative control logic based on Plane making Copter autonomous. Adds Loiter, Circle, RTL, Mission scripting, failsafe, takeoff, landing, etc."
551,Aug 2010 - the Mission Planner is released by Michael Oborne
552,Aug 2010 - TradHeli support added by Randy
553,Dec 2010 - First successful fork of ArduPilot code as MegaPirates group extends original CopterNG code
554,April 2011 – First fully autonomous Copter mission flown by Jason at Sparkfun AVC
555,April 2011 - Laser Navigation made the first piece of 32 bit hardware capable of running the ArduCopter software
556,2011 - APM2 released by 3D Robotics
557,Nov 2011 - AutoTester is created by Tridge
558,2012 - APM2.5/2.6 released by 3D Robotics
559,"Feb 2012 - Jason asks Randy to take over and be lead developer of Copter, Doug goes off to get his PhD and Tridge takes over Plane"
560,Feb 2012 - Marco Robustini joins as lead Copter tester
561,"July 2012 - PX4 released by ETH (Lorenz Meier,MikeS) / 3D Robotics"
562,Aug 2012 - Hardware Abstraction Layer (AP_HAL) by Pat Hickey simplifies adding support for other boards
563,Oct 2012 - First TradHeli autonomous mission by Rob Lefebvre
564,Oct 2012 - Tridge and CanberraUAV win Outback Challenge with APM2 & Pandaboard
565,Nov 2012 - first APM2.5 clone appears
566,Dec 2012 - Successfully prototype of 3rd order complementary filter by Jonathan Challinger leads to Copter’s inertial based altitude hold by Randy and Leonard (AC2.9).
567,Jan 2013 - ArduPilot code moved from google code to github
568,"Jan/Feb 2013 - Android GCSs appear (DroidPlanner from Arthur, AndroPilot from Kevin Hester)"
569,"Apr 2013 - Plane L1 waypoint following by Paul Riseborough, Brandon Jones, Tridge"
570,May 2013 - Copter inertial navigation support for waypoint navigation by Leonard and Randy (AC3.0)
571,"Jul 2013 - Plane integrated speed and height control by Paul Riseborough, Tridge"
572,"Sep 2013 - Flymaple board support by Mike McCauley, Tridge"
573,"Nov 2013 - Pixhawk released by ETH (Lorenz Meier,MikeS)/ 3D Robotics"
574,"Dec 2013 - BeaglePilot project created by Víctor Mayoral Vilches and Siddharth Bharat Purohit to port APM codebase to Linux. The project was by Andrew Tridgell, Philip Rowse and others and funded by 3DR, Google (through the Google Summer of Code) and BeagleBoard."
575,"Jan 2014 - Extended Kalman Filter added for more reliable attitude and position information by Paul Riseborough, Tridge"
576,Mar 2014 - VRBrain boards support added by Emile Castelnuovo and Tridge
577,"Mar 2014 - Emlid presented Navio, first Raspberry Pi autopilot shield that allows to run ArduPilot directly on Raspberry Pi."
578,Aug 2014 - First Plane flight on Linux board (Pixhawk Fire cape)
579,Sep 2014 - Tridge & Canberra UAV win the Outback Challenge with an ArduPilot based UAV plane (Tridge’s debrief ).
580,Sep 2014 - First Copter flight on Linux +board (Pixhawk Fire cape)
581,Oct 2014 - DroneCode foundation is formed (announcement)
582,Oct 2014 - First report of Plane being successfully used in search & rescue including finding a missing light plane in Florida.
583,Feb 2015 - Erle Robotics launches DIY kits for Linux drones based on APM.
584,"May 2015 - First documented multi-vehicle flight using only a single ground station (first three, then fifty!)."
585,"June 2015 - 3DR ships Solo, the first RTF copter with built in companion computer"
586,June 2015 - Parrot Bebop port’s first successful flights
587,Aug 2015 - Michael Clement & Michael Day fly 50 arduplanes in a multi-vehicle environment
588,Sep 2015 - First major news event involving a misbehaving pilot of an ArduPilot vehicle (a Solo)
589,March 2016 - 3DR ceases direct funding of ArduPilot community as it cuts jobs.
590,March 2016 - Formation of the ardupilot.org non profit organisation and new website.
591,May 2016 - Flirtey delivery drone (using ArduPilot) is entered into Smithsonian Air and Space Museum.
592,"Sep 2016 - Flymaple board support removed (not actively tested or used, also lacks a maintainer see PR #4191)."
593,"Sep 2016 - Relationship with 3DR, Chris Anderson and PX4 team lead sours as DroneCode Platinum board members outvote Silver board members to remove GPLv3 projects including ArduPilot from DroneCode."
594,Sep 2016 - ArduPilot begins ArduPilot Partners group.
595,Sep 2016 - Canberra UAV places 1st in Medical Express 2016 competition (aka Outback Challenge) (debrief)
596,Oct 2016 - Copter-3.4 release including object avoidance.
597,Feb 2017 - ArduSub officially joins ArduPilot and merges back to master
598,"Feb 2017 - ArduPilot developer unconference in Canberra Australia (Tridge, PaulR, MichaelO)"
599,May 2017 - Google Summer of Code funds 4 developers for the summer (see SafeRTL)
600,"July 2017 - Copter-3.5 release including Visual Odometry and Pozyx support for non-GPS navigation, AutoTune gets position hold, Solo support"
601,Aug 2017 - SkyRocket announces release of ArduPilot based SkyViper GPS Streaming drone (blog)
602,"Aug 2017 - Rover-3.2.0 released “onion” architecture, new layered rate and speed controllers, skid-steering vehicle support, SmartRTL"
603,May 2018 - Google Summer of Code funds 5 developers for the summer.  Successful projects include Balance Bot support.
604,"May 2018 - Rover-3.3.0 released including circle and polygon fences, simple object avoidance, boats"
605,"Jun 2018 - Rover-3.4.0 released including “Lane based speed control”, Loiter for boats, omni rovers, vision based position estimates from ROS"
606,"Aug 2018 - Plane 3.9.0 released with ChibiOS support, support for many smaller autopilot, better VTOL support"
607,"Oct 2018 - Copter-3.6.0 released with ChibiOS support, support for many smaller autopilots, DShot ESCS, Follow mode"
608,"Feb 2019 - Rover-3.5.0 released including Sailboat support, Follow and Simple modes"
609,"Aug 2019 - ArduPilot flies over the North Pole, Video"
610,Sep 2019 - Plane 4.0.0 released with many DroneCAN enhancements and AP_Periph firmware system
611,"Nov 2019 - Rover 4.0.0 released with Boat and Sailboat improvements, OSD support, new Object Avoidance modes"
612,"Dec 2019 - Copter 4.0.0 with RCx_OPTION support, LUA Scripting support, new modes, up to ten battery monitors"
613,The above list includes many of the major milestones for the project.  Please see the Copter.cpp or the GitHub contributors graph for a more complete list of contributors to the project.
614,The ArduPilot Project is greatly appreciative of our Corporate Partners. Details on the Partners Program and how to join can be found on the Partners Program page.
615,Ready-To-Use vehicles <common-rtf>
616,[/site] [site wiki=”plane”]
617,Records <records>
618,[/site] [site wiki=”copter”]
619,[/site] [site wiki=”rover”]
620,Stores <common-stores> Top Contributors <common-team>
621,Training Centers <common-training-centers>
622,Wiki Editing Guide <common-wiki_editing_guide>
623,Archived - Recording and Playing Back Missions<common-recording-and-playing-back-missions> Archived - Loading ChiBios Firmware Onto Pixhawk<common-loading-chibios-firmware-onto-pixhawk>
624,[/site]
625,Common Airframe Builds <common-common-airframe-builds> Release Notes <project-news>
626,project-news
627,trademark
628,Archived Topics <common-archived-topics>
629,"last build Dec 13, 2024"
630,"© Copyright 2024, ArduPilot Dev Team."
